"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CD38",471.128635279509,0.111828774793783,0.49068753736008,0.227902211243079,0.819722263634305,0.999494298704632
"AGFG1",3207.48432673698,-0.0249881008461182,0.109675676657777,-0.227836304343844,0.81977350205098,0.999494298704632
"ABCB4",87.2753211526557,0.15679075929566,0.688869862760081,0.227605775447122,0.819952729637122,0.999494298704632
"RPS6KA3",8061.50472601063,0.040394753212197,0.177523690928627,0.227545703905163,0.819999434556843,0.999494298704632
"PDE4DIPP5",31.8430441268829,-0.210899276120827,0.927308565951786,-0.227431605686033,0.820088146342509,0.999494298704632
"DDX10",1813.30139219949,-0.0280789964589462,0.123530032462965,-0.227305019670942,0.820186570129269,0.999494298704632
"GPATCH4",141.496916618751,-0.09350288248955,0.411445018902944,-0.22725486564125,0.820225566922778,0.999494298704632
"IQGAP2",30956.0253917438,0.0372813982091406,0.164088836785989,0.227202526018053,0.82026626357789,0.999494298704632
"MED6",586.40199179495,-0.0662781668572598,0.291751378022702,-0.227173449210247,0.820288872448412,0.999494298704632
"C11orf71",55.4676279772845,0.128877608210862,0.567370133325637,0.227149087766475,0.8203078149704,0.999494298704632
"TMEM30A-DT",42.7104090328875,0.155588009343864,0.685065350235678,0.227114112967964,0.820335010212222,0.999494298704632
"ZFP41",266.165099970646,0.0570536499322038,0.25130163809903,0.227032542898589,0.820398437228616,0.999494298704632
"ARHGEF37",63.2655777371017,-0.116094084506173,0.511406309308428,-0.227009488137067,0.8204163642957,0.999494298704632
"TRIM56",1347.37820393404,0.0496978034708633,0.218966399738385,0.226965431820777,0.820450622145339,0.999494298704632
"TTLL12",738.384946895893,-0.0746354319566218,0.328943262559694,-0.226894545204669,0.82050574374687,0.999494298704632
"ERG",168.946133563132,-0.200669978181679,0.884551301054844,-0.226860757473734,0.82053201747894,0.999494298704632
"PSMC1",674.158699857785,0.0482382779102772,0.212653284588307,0.226840032138068,0.820548133840366,0.999494298704632
"CCNG1",2665.56509527187,-0.0528581133681381,0.233289742816401,-0.22657709991878,0.820752600828512,0.999494298704632
"FASTKD2",451.024370033277,0.044510189194168,0.196448634122639,0.226574185119461,0.820754867565528,0.999494298704632
"SEC62",2021.40031691999,0.0421613438863308,0.186181383590329,0.226453059233366,0.820849064234713,0.999494298704632
"ARL3",704.136011198788,-0.0392363663194393,0.173308766725446,-0.226395739008385,0.820893641686725,0.999494298704632
"RMDN2",197.040994735003,0.0989258893367164,0.436990642457396,0.226379880311421,0.820905974962799,0.999494298704632
"PANK2",1385.03045667538,0.0359872328649666,0.159005138997706,0.226327482821079,0.820946724698289,0.999494298704632
"SPATA18",35.8973756356723,0.183814966795285,0.812187243767906,0.226320923168565,0.820951826200033,0.999494298704632
"CTSH",2598.12071633296,0.0675368199182624,0.298487675397979,0.226263345138838,0.820996605485245,0.999494298704632
"MROH9",92.9514222575956,0.270217485875504,1.1944077259486,0.226235547547967,0.821018224291568,0.999494298704632
"LINC02751",53.9650391237852,-0.228357177590128,1.00961711324897,-0.226181960065306,0.821059900855527,0.999494298704632
"MRAP2",92.05282334579,0.141780760776147,0.626882041948874,0.226168164484938,0.821070630166565,0.999494298704632
"PMFBP1",399.250273595695,0.0695118484994365,0.307356794447247,0.2261601166958,0.821076889232426,0.999494298704632
"KMT2E-AS1",389.162775077531,-0.0485977735006187,0.214962143950719,-0.226075962062232,0.821142340112943,0.999494298704632
"TPD52L1",82.3812200729852,-0.169412222342429,0.750102912479649,-0.225851972474544,0.821316553054905,0.999494298704632
"LINC00907",625.383657336423,-0.0951930034708915,0.421503778488099,-0.225841400075561,0.821324776193991,0.999494298704632
"ZNF644",7250.14907093253,-0.0292473773738578,0.129539664948416,-0.225779319295787,0.821373062592881,0.999494298704632
"LINC01060",43.2346085552173,-0.187588449316707,0.831392733115303,-0.225631571993414,0.821487983091216,0.999494298704632
"CADPS2",303.415561776396,0.202976511980572,0.899746865721276,0.225592908087385,0.821518057202456,0.999494298704632
"RPH3A",178.456588207351,-0.189138383816915,0.838465675698667,-0.225576775888067,0.821530605457546,0.999494298704632
"COL5A1",64.3485880135614,-0.182975479416665,0.811358224444308,-0.225517501276312,0.821576711959182,0.999494298704632
"VRK3",911.730527339276,-0.0344371243081377,0.152719753106369,-0.225492273315505,0.821596335606905,0.999494298704632
"RPIA",430.611030212522,0.0471072715769593,0.208965042036771,0.225431350228762,0.821643725279559,0.999494298704632
"PGR",64.1465321608529,0.22256189418447,0.987598200570188,0.22535672306407,0.821701775702281,0.999494298704632
"TIMM9",72.6940347437367,0.168870844181538,0.749961895477794,0.225172565699424,0.821845030837192,0.999494298704632
"DCAF16",738.210710895331,0.0542967455358924,0.241134401700605,0.225172124561919,0.821845374003085,0.999494298704632
"MAFTRR",58.0820315639558,-0.137212798139345,0.609570712734174,-0.22509742557002,0.821903483691866,0.999494298704632
"ANGEL2",1626.56426191171,0.0576227615935138,0.256182507901293,0.224928556073453,0.822034853910029,0.999494298704632
"DNM1L",3207.30384325365,-0.0387582328445946,0.172314264754172,-0.224927593196582,0.8220356029841,0.999494298704632
"SP3",6672.29964034667,-0.0263558476860798,0.11724199119631,-0.22479870409186,0.822135874263823,0.999494298704632
"TUFM",1116.93940933897,0.0670492942420742,0.298284645368587,0.224782922229276,0.822148152208479,0.999494298704632
"CTPS1",1198.07519509565,-0.0764973461296021,0.340544324085578,-0.224632568271432,0.822265126489975,0.999494298704632
"CCDC28B",311.687285684578,0.0796176805646609,0.354463298015822,0.224614737295332,0.822278999121302,0.999494298704632
"LTF",29.3755444076477,0.297328885106003,1.32412209562351,0.224547937149252,0.822330970623101,0.999494298704632
"ARHGAP25",12978.1290359968,-0.0402168990935889,0.179136905356855,-0.224503705774495,0.822365383715963,0.999494298704632
"DPAGT1",306.825299528878,0.0772847705118678,0.344338402986373,0.22444423811458,0.822411651550402,0.999494298704632
"ACSM2B",30.2362679198804,-0.256611044011818,1.14377302972834,-0.22435486529418,0.822481187764375,0.999494298704632
"TRHR",32.3630273795642,-0.176335926111944,0.786187574180141,-0.224292435931505,0.82252976154138,0.999494298704632
"PPP2CB",541.865536365794,-0.0496995719831773,0.22164972426333,-0.224225733410487,0.822581660842657,0.999494298704632
"SH2D3C",3278.05526197997,0.03684490590835,0.16436826035004,0.224160709798137,0.822632254580861,0.999494298704632
"SMG1P6",127.92484123194,0.0937330344260571,0.418420030392557,0.224016604410926,0.822744383096099,0.999494298704632
"EGR2",40.6409682324644,0.0942239046947335,0.420613327544155,0.224015499567931,0.822745242789289,0.999494298704632
"TSG101",2064.68812275175,-0.0499455403679163,0.222964561394274,-0.224006631617104,0.82275214306877,0.999494298704632
"EFCAB6",188.762775482797,0.162864853670629,0.727306973046694,0.223928629459425,0.822812838254732,0.999494298704632
"LINC02766",35.3118512614475,-0.190330179599702,0.850480645620558,-0.223791312100731,0.822919690472459,0.999494298704632
"H2BC19P",60.9428092982592,-0.0703937837269968,0.314628916943897,-0.223735899455005,0.822962810234218,0.999494298704632
"EMILIN1",38.4789117628995,-0.0646854421641612,0.289145322983259,-0.223712566043845,0.82298096746134,0.999494298704632
"CBFA2T2",3994.00616501162,0.0370942661178343,0.165833557821283,0.223683713991172,0.823003419229222,0.999494298704632
"DENND1A",5672.92578648852,0.0336670012817461,0.150541708496234,0.223639027469842,0.823038193172948,0.999494298704632
"CACNB2",343.563520687692,0.112784894603072,0.504689722911033,0.223473729467944,0.823166827002323,0.999494298704632
"DOLPP1",119.586766103342,-0.0460794118772726,0.206239492879746,-0.223426712478102,0.82320341618601,0.999494298704632
"TUBGCP6",853.205503889255,0.0498336062142319,0.22326957956356,0.223199265711187,0.823380423405388,0.999494298704632
"GID8",350.210547474053,0.0661344147163604,0.296348301449376,0.223164480420205,0.823407495357041,0.999494298704632
"NHP2",117.5110265796,-0.0934919036741541,0.41918422088472,-0.223032974563862,0.823509842818691,0.999494298704632
"TCF12",10185.0323188433,-0.0202257388347642,0.0907650304267541,-0.22283624805355,0.823662955360294,0.999494298704632
"ZNF133-AS1",97.5170628166039,-0.110387686101299,0.49545608893482,-0.222800140247788,0.823691058849553,0.999494298704632
"POMP",1008.02127957159,-0.0736473479385347,0.330879724438955,-0.222580419708135,0.823862076989017,0.999494298704632
"KCNQ4",135.468343769712,-0.101599462151917,0.456501201795522,-0.222561215068664,0.823877025200387,0.999494298704632
"PACSIN1",51.5585089807105,0.230940096925186,1.03777431305731,0.222534026926173,0.823898187597083,0.999494298704632
"ERICH3",33.8756326660188,-0.375774073155419,1.6886385800397,-0.222530787580718,0.82390070901044,0.999494298704632
"SLC13A3",225.397456337333,-0.0711678625838584,0.319813668051506,-0.222529146479121,0.823901986397429,0.999494298704632
"SEC24A",2308.62484413649,0.0328627560033151,0.147725470777886,0.222458292603625,0.823957137491533,0.999494298704632
"PTPRB",45.8947082881078,-0.19179150165271,0.862274182282778,-0.222425193277807,0.823982901574706,0.999494298704632
"GRASLND",123.416711209082,0.163297156959978,0.734327128089102,0.222376582198342,0.824020740148282,0.999494298704632
"GRM2",72.3430794694947,0.168769138347209,0.759467371359496,0.222220393807178,0.824142319026043,0.999494298704632
"CPSF6",2241.26158206748,-0.0313982356263194,0.1413495079493,-0.222131906094654,0.82421120077334,0.999494298704632
"ZMYM5",1045.14158214922,0.0374875616428114,0.168820001064045,0.222056399754374,0.824269978463903,0.999494298704632
"OGFOD2",155.151642440949,-0.0485011917622731,0.218574518105143,-0.221897740792192,0.824393489281388,0.999494298704632
"RXFP2",49.3538558506102,0.238113076873253,1.07498144622664,0.221504359641806,0.824699742402615,0.999494298704632
"SYN3",278.36483389579,-0.152267313021687,0.687445929970329,-0.221497148187726,0.824705356876928,0.999494298704632
"PEX13",1243.0209500502,0.0408193384762364,0.184331369131704,0.221445425531838,0.824745625790087,0.999494298704632
"LINC02873",218.180750839051,0.180499364503526,0.815456659997422,0.221347587625438,0.82482179920631,0.999494298704632
"PROS2P",30.7266462850697,-0.313295732558941,1.41583113823278,-0.221280436698116,0.824874081692023,0.999494298704632
"KCNMA1",385.165260884819,-0.180292119430018,0.814792565359092,-0.221273643249998,0.824879370989943,0.999494298704632
"PRKCI",1274.89675595433,0.0262096837176865,0.118485273714793,0.22120625539319,0.824931838804483,0.999494298704632
"GLCE",455.261525340243,0.0593023077394956,0.268197703252976,0.221114152061022,0.825003551217118,0.999494298704632
"MASP2",29.8507380088082,0.15347236917517,0.694397330161494,0.221015206293315,0.825080592833618,0.999494298704632
"LINC02540",40.226146085371,-0.357108458712382,1.61615597086783,-0.220961630652904,0.825122308852526,0.999494298704632
"NMNAT2",70.3519315603845,0.242420555730098,1.09723174557221,0.220938335687393,0.825140447347329,0.999494298704632
"RPLP0P9",25.1017278370479,0.121694467674712,0.550887267446343,0.22090629946637,0.825165392324391,0.999494298704632
"SRP72",3609.33939658689,0.0468106597386003,0.212028346172951,0.220775479239068,0.82526725721848,0.999494298704632
"TRPM8",56.1769738256306,0.236132802547183,1.06963416856703,0.22076033983051,0.825279045908451,0.999494298704632
"ACTR2",6797.05864378914,-0.0402721674586869,0.182442950171137,-0.220738413958502,0.825296119122635,0.999494298704632
"LINC01684",296.07491417542,-0.0971448373803239,0.440102553665054,-0.220732273810566,0.825300900341167,0.999494298704632
"SNHG14",1916.10101477706,-0.0403166940464188,0.182733896206198,-0.220630626738923,0.825380051959073,0.999494298704632
"ZNF618",92.9261456578892,0.176016419717926,0.797800835083183,0.220627018646294,0.825382861579469,0.999494298704632
"YTHDF3",1862.14797155205,-0.0401681863456936,0.182078282013743,-0.22060943184131,0.825396556450025,0.999494298704632
"DLEU1",656.8380273021,0.0860028193715059,0.389853563647744,0.220602881160821,0.825401657488006,0.999494298704632
"ERCC2",221.987338033986,0.0639692082377126,0.289974646528012,0.220602763047193,0.825401749463573,0.999494298704632
"BCL6",325.691598050267,0.0948114168196598,0.430115519471639,0.220432447859886,0.825534377090307,0.999494298704632
"TOMM6",1009.28482159025,-0.0911999603967756,0.41384854879775,-0.220370376220276,0.825582714677054,0.999494298704632
"TSGA10",189.316658409302,0.109161722431531,0.495522425050623,0.220296230630488,0.825640455582455,0.999494298704632
"HHLA3",53.5029861346432,-0.128554509494499,0.583555017994463,-0.220295440070603,0.825641071236339,0.999494298704632
"KCND2",350.095598893646,-0.186452320579906,0.8470436934403,-0.220121254693041,0.825776721896861,0.999494298704632
"CFTR",134.122191803231,-0.182194985170183,0.827748372891533,-0.220109143233625,0.82578615415339,0.999494298704632
"NEB",146.56491097634,-0.142055676182183,0.645564295985726,-0.220048842641266,0.825833115891756,0.999494298704632
"APC",3789.13896408183,-0.0202418228575445,0.0920101293635578,-0.2199955917632,0.825874587873195,0.999494298704632
"ANKRD30A",77.6198641573507,-0.205897944324782,0.936121040149895,-0.219947993361855,0.825911658096017,0.999494298704632
"DYNC1I2P1",60.9373040243852,-0.114344758989035,0.52008254079625,-0.219858868582615,0.82598107061842,0.999494298704632
"PAH",46.2437827514978,-0.225514073522944,1.02606545432722,-0.21978527059057,0.826038391530756,0.999494298704632
"N4BP2",3675.00622978696,-0.0274094284756897,0.124753735077505,-0.219708279344591,0.826098356230493,0.999494298704632
"MIGA2",589.5757122873,-0.0363805948573899,0.165675581213457,-0.219589360066992,0.826190978607818,0.999494298704632
"BUD23",322.111074333104,0.0631197316768237,0.287561097378073,0.219500246216673,0.826260388087709,0.999494298704632
"CTBP1-DT",245.099529225574,0.0547796142104,0.249640146513719,0.21943431365271,0.826311742875234,0.999494298704632
"SLC7A2",35.3149957306188,0.39281451520318,1.79039020852845,0.219401621686727,0.82633720688018,0.999494298704632
"TMEM263",818.296101695261,0.0539775087189201,0.246139356440359,0.219296537943127,0.826419058592832,0.999494298704632
"CAPN13",43.1221885703177,0.27450020848481,1.25192351122275,0.219262763279129,0.826445366717133,0.999494298704632
"KCTD18",580.011231745582,0.0452692964587646,0.20660519789251,0.219110152699627,0.826564242218626,0.999494298704632
"KCNH1",247.471125609918,-0.173710731526821,0.792928955230277,-0.219074773825573,0.826591801042151,0.999494298704632
"SORCS1",340.385884002289,0.19187103936038,0.876057131719482,0.219016582838365,0.826637130115681,0.999494298704632
"RAB5C",1092.74968432708,-0.0355887520951548,0.162530952263177,-0.218965997550596,0.826676535041651,0.999494298704632
"PPP3CC",2388.49406889235,0.0408807327226883,0.186766669368125,0.218886661420891,0.826738337176664,0.999494298704632
"RCOR3",2690.61612949023,0.0409721537806542,0.187221963631104,0.218842666672295,0.826772609154701,0.999494298704632
"SLIT3",300.042564829792,0.203742838557786,0.931213594420034,0.218792809489297,0.826811448377164,0.999494298704632
"HNRNPA0",643.847211938043,-0.053101194540464,0.242780696875805,-0.218720825929699,0.826867525006061,0.999494298704632
"B4GALT6",97.5988685907831,0.131244867333825,0.600094956273125,0.218706832913441,0.826878425947371,0.999494298704632
"RPLP0",1395.74266965835,-0.0429837338330133,0.196736172274088,-0.218484142169491,0.827051912599307,0.999494298704632
"SQOR",1563.75922242831,-0.0360983667723909,0.165284785032722,-0.218401026841306,0.827116665545802,0.999494298704632
"MTMR2",1805.3123623136,0.0263063817981645,0.120456076503937,0.218389827741937,0.827125390556791,0.999494298704632
"ITPRIP",968.768126272825,-0.0331144399158454,0.151750732649414,-0.218216013443236,0.827260808794173,0.999494298704632
"GBGT1",36.1576940918951,0.143414474368178,0.657664859570631,0.218066196302184,0.82737753503445,0.999494298704632
"CIZ1",1895.33265240673,-0.0396314614177229,0.181776241742437,-0.21802332932968,0.827410934454823,0.999494298704632
"PTPN4",12166.0852852818,0.0341109419331208,0.156495355988617,0.217967758325059,0.827454232573447,0.999494298704632
"MMP14",25.0951309594406,0.176147544253489,0.80859191373349,0.217844800648782,0.827550036845198,0.999494298704632
"ATPAF2",320.637863994453,-0.0553702050992576,0.254353574850498,-0.217689903245129,0.827670731075195,0.999494298704632
"SLK",6104.20278067089,-0.0364131784576607,0.167294744068384,-0.217658831187047,0.827694942546546,0.999494298704632
"ADO",518.750404647366,0.0703189854422547,0.323082522933039,0.217650230052304,0.827701644613915,0.999494298704632
"HS3ST3A1",76.3551585551266,0.216016133070717,0.992983227377336,0.21754257988955,0.827785527472496,0.999494298704632
"SEMA6A",405.888974364666,0.0551178531579838,0.253438700310094,0.217480018207734,0.827834277513751,0.999494298704632
"ATG5",4392.08987684564,-0.0184011937327452,0.0846135376790651,-0.21747340009042,0.827839434598887,0.999494298704632
"ITGB3BP",1470.30579063864,-0.0447906270611144,0.206055127164195,-0.217372058038736,0.827918405051961,0.999494298704632
"ENTPD6",329.742027943134,-0.0669341199812881,0.308030957511684,-0.217296730568873,0.827977104856768,0.999494298704632
"C8orf34",342.403750637664,-0.179562609123846,0.826953071335108,-0.217137604717936,0.828101108680521,0.999494298704632
"LDLR",2621.64088355319,-0.0547344204339636,0.252081743922065,-0.21712964843216,0.82810730897893,0.999494298704632
"IRF1",2994.1287897281,0.041264865109315,0.190120901751224,0.217045389166683,0.828172972510139,0.999494298704632
"LINC01789",66.634903301926,0.242614687862971,1.11782907994397,0.217040952159817,0.828176430317917,0.999494298704632
"SEPSECS",564.457997932095,-0.060040164502461,0.276727038026611,-0.216965298839672,0.828235388286692,0.999494298704632
"CTSK",319.178505703223,0.0644946934994854,0.297483446877912,0.216800948679185,0.82836347260428,0.999494298704632
"SART1",1646.00063835218,-0.038259836899271,0.176673074899519,-0.216557259339211,0.828553397355063,0.999494298704632
"TENT4B",1893.445253428,0.0363262724486361,0.16781301570943,0.21646874227882,0.828622387592868,0.999494298704632
"ARL6IP4",4241.95416282173,-0.0521342058885151,0.240847063096693,-0.216461870940834,0.828627743172171,0.999494298704632
"SPATA6",157.434270421716,0.166469766144083,0.769419761111027,0.216357539223719,0.828709061178943,0.999494298704632
"RC3H1",4561.59394315463,0.0294930055423067,0.136353203546951,0.216298589069462,0.828755008795416,0.999494298704632
"LETR1",27.2732194795934,0.376657137438788,1.74144260745831,0.216290296232347,0.828761472542208,0.999494298704632
"CX3CR1",755.129711233461,0.126960448390436,0.587123256031701,0.216241559308257,0.828799460154307,0.999494298704632
"SCN1A",31.8678219766783,-0.286788037051168,1.32643601853433,-0.216209476404343,0.828824467139909,0.999494298704632
"JRKL-AS1",37.3992024561409,0.231483829338827,1.07123926471582,0.216089754141186,0.828917786062825,0.999494298704632
"AMN",44.311221496534,-0.168949558415218,0.781904189906827,-0.216074501960848,0.828929674727171,0.999494298704632
"TXN2",587.627342880414,-0.0540935000190963,0.250391867624765,-0.216035371005581,0.828960176433525,0.999494298704632
"SATL1",82.1578139496362,0.181424880800161,0.840941130690978,0.215740286898666,0.829190196210124,0.999494298704632
"ZNF169",415.585345309171,0.035898766632026,0.166444255910696,0.215680417660595,0.829236866416764,0.999494298704632
"PPM1D",831.743530633629,-0.0309262678117622,0.143442498462661,-0.215600454141648,0.829299201772076,0.999494298704632
"SMAD6",214.337917037847,0.118088232027034,0.547817242780468,0.215561363909746,0.829329674852822,0.999494298704632
"VAT1L",60.5880074246799,-0.232179629167145,1.07711185872514,-0.215557583259691,0.829332622100285,0.999494298704632
"TSC2",1123.33514882773,0.0343570248944798,0.159391366680419,0.215551353941057,0.829337478239593,0.999494298704632
"RP2",534.006696197434,-0.0364106251492304,0.169070339470306,-0.215357852023626,0.829488328203225,0.999494298704632
"TEX15",52.2610568761751,-0.280711505283641,1.30426369840247,-0.215226035676276,0.829591093013507,0.999494298704632
"THSD4",298.573686090382,-0.164889239374397,0.766679220862355,-0.215069399153574,0.829713211570985,0.999494298704632
"AGO3",2791.50583911421,0.0227879913242075,0.10600190114776,0.214977194535808,0.829785098995821,0.999494298704632
"TWF2",481.279600966416,-0.0520768035418835,0.242319250516739,-0.214909890282473,0.829837573725708,0.999494298704632
"RNU6-5P",56.963329664851,-0.12084264983059,0.562304606901569,-0.214906028418408,0.829840584706642,0.999494298704632
"ZNF485",27.2850220415604,0.198230992853127,0.922523304761936,0.214879116689938,0.82986156705296,0.999494298704632
"TUT7",6935.98861096889,0.0345505544256248,0.160914960955356,0.214713126862148,0.829990987510819,0.999494298704632
"SRPK2",9060.9509158332,0.0319910004969478,0.149079120312866,0.214590751741824,0.830086405011156,0.999494298704632
"DHRS12",554.617430570154,-0.0493248322897629,0.229982081317254,-0.214472501541199,0.830178608637529,0.999494298704632
"LINC02558",25.3941083233026,0.24297488223862,1.13296224278125,0.214459823164233,0.830188494529835,0.999494298704632
"CHERP",848.163619296066,0.0560940395717782,0.26167449708122,0.214365710825719,0.830261878930568,0.999494298704632
"SCN3B",492.088696299873,0.0894353180892737,0.417379714067916,0.214278066410101,0.83033022127887,0.999494298704632
"LINC03017",35.9042634852942,-0.278202643666233,1.29838743112948,-0.21426781944756,0.830338211620567,0.999494298704632
"SMOC1",91.8112956561388,-0.176903152630869,0.825628622232047,-0.214264801228208,0.830340565160762,0.999494298704632
"DPH1",232.339812877195,-0.0656455709019406,0.306466565822432,-0.214201411255987,0.830389995600199,0.999494298704632
"ZNF714",979.48022809658,0.0519812493899095,0.242691707727758,0.214186343145353,0.83040174555943,0.999494298704632
"BANP",1345.53939194512,0.0528164107107453,0.246748919931115,0.214049207289297,0.830508684446273,0.999494298704632
"IQCE",484.169476374019,-0.0539361287350547,0.251985190995583,-0.214044835420508,0.830512093692237,0.999494298704632
"RECQL",2037.79061595978,-0.0342835028470597,0.160334873806263,-0.213824366672002,0.830684022519014,0.999494298704632
"COQ3",80.5235596948359,-0.141307183883051,0.66099548351473,-0.213779348584463,0.830719130110349,0.999494298704632
"CDADC1",503.810790283811,-0.0379720177783861,0.177632725800261,-0.213767016225848,0.830728747623761,0.999494298704632
"XRCC6",1721.34360820808,-0.0294667904198984,0.137901143653893,-0.213680536934883,0.830796190077374,0.999494298704632
"NEFH",209.943756032629,-0.0868887470744965,0.406742365798056,-0.213621088877759,0.830842552452717,0.999494298704632
"WNK1",28518.0495215088,-0.0298491015623629,0.13974420234555,-0.213598139038027,0.830860450740735,0.999494298704632
"PPP1R15B",2144.2826260651,0.0457907812185341,0.214444191453739,0.213532392312021,0.830911726261543,0.999494298704632
"MRPL38",166.16390972998,0.0832812247414788,0.390080024861009,0.213497793872303,0.830938709689171,0.999494298704632
"EIF3J",2640.20301870572,0.0301749107705163,0.141465360261717,0.213302470051264,0.831091047065092,0.999494298704632
"ERI2",322.769423012952,-0.100777436323656,0.47284700999365,-0.213129054839555,0.831226302750361,0.999494298704632
"ADAMTS12",167.202527965974,-0.191541274734563,0.899053239766704,-0.213047755419097,0.831289714184919,0.999494298704632
"MRPL18",205.256639830223,0.0565537488982875,0.265633956432697,0.212901052477515,0.831404141444632,0.999494298704632
"LCORL",5643.24703158159,-0.0405172047437725,0.190329976094252,-0.212878736052109,0.831421548412294,0.999494298704632
"N4BP2L1",894.286341894498,0.0644578738311812,0.302833236214018,0.212849403972382,0.831444427765096,0.999494298704632
"CHRNA3",42.6859902656004,0.155375644125239,0.730005964028879,0.212841609221555,0.831450507782623,0.999494298704632
"MSMO1",1381.48383781234,0.0514463189855742,0.241730215225784,0.212825355479544,0.831463185967137,0.999494298704632
"DPM1",426.079689786871,0.0327139279075077,0.153814620215189,0.212684124966408,0.831573349922261,0.999494298704632
"DGKB",579.992014940344,-0.167284274822617,0.786590558276315,-0.212670077287977,0.831584307705683,0.999494298704632
"XPNPEP2",28.276638504757,0.132323566907653,0.622249104287592,0.212653688042106,0.831597092052139,0.999494298704632
"ANXA2R-OT1",1912.7549850509,0.0350443307794771,0.164878804672468,0.212546002192899,0.83168109294974,0.999494298704632
"GP1BA",81.4000418305295,-0.0875129439506638,0.41186961640637,-0.21247729976838,0.831734685632135,0.999494298704632
"SYNM",143.804694708635,-0.104768830475821,0.493338460435972,-0.212367043881467,0.831820694548218,0.999494298704632
"WDR97",29.3192111908433,-0.0944538331456412,0.444785571428568,-0.212358132127068,0.831827646558294,0.999494298704632
"TTC13",3818.3923138325,0.0407875406357582,0.192084943380768,0.212341164892375,0.831840882640145,0.999494298704632
"EML4",14233.316412412,0.0350126832622119,0.164996928639843,0.21220203037014,0.831949422804405,0.999494298704632
"STRBP",1337.34524391782,-0.0411989862841857,0.194195811436474,-0.212151775980311,0.831988627519831,0.999494298704632
"LINC02777",105.638597079228,-0.127037231880413,0.600039262103344,-0.211714865849118,0.832329489722546,0.999494298704632
"MRTFA",6142.12933976456,0.0417045842866408,0.19707407695656,0.211618823392148,0.83240442296183,0.999494298704632
"SELENOO",781.618179671585,0.0435710537850044,0.205899498367389,0.211613209990731,0.832408802638172,0.999494298704632
"CYB561D1",145.707817338081,0.0602724268845532,0.284841836849864,0.211599628590803,0.832419399111208,0.999494298704632
"GTF2E1",649.643463490963,0.0590716788024055,0.279187188781748,0.211584489460884,0.832431210991448,0.999494298704632
"ALDH8A1",276.761455076114,-0.0880410552970678,0.4162834410697,-0.211493051635284,0.832502553586918,0.999494298704632
"RPN1",2569.04425679018,-0.0482480161405513,0.228257358599623,-0.211375512432794,0.832594263303588,0.999494298704632
"GRAP2",15467.0494024969,-0.0320497028743261,0.151690227901821,-0.21128389954737,0.832665745645795,0.999494298704632
"MRPS27",1268.97223395904,-0.0352755952415855,0.16698914233047,-0.211244843522674,0.832696220121647,0.999494298704632
"TSPAN7",72.635692873773,-0.200911050064825,0.951119908748134,-0.211236299668319,0.832702886719037,0.999494298704632
"NSUN5P2",38.3557910618168,-0.119032751381875,0.563572868161536,-0.211210933149033,0.832722679773777,0.999494298704632
"APOBEC3H",696.834157050387,-0.0581061453193309,0.275164310633432,-0.211168901902902,0.832755476259066,0.999494298704632
"ESRRG",403.7814986915,-0.211496566272124,1.00202034063342,-0.211070132706516,0.832832545842932,0.999494298704632
"PAN3",7954.8621258917,0.035513406089132,0.168290117474196,0.211024905218081,0.832867837379321,0.999494298704632
"TBX15",78.369814864462,-0.163502799333689,0.774950856525406,-0.210984732718117,0.832899184731751,0.999494298704632
"SAXO1",121.279912612562,0.11016488556779,0.522287309178453,0.210927747298853,0.832943651975045,0.999494298704632
"RRP1B",868.804039103986,0.0479009583182626,0.227099218797046,0.21092524479827,0.832945604755281,0.999494298704632
"NDST3",68.4493666884972,0.20908801508923,0.991558997088346,0.210867952086769,0.832990312349324,0.999494298704632
"CTNNA3",1264.33879022363,-0.133407239792002,0.632668034710972,-0.210864517365647,0.832992992604749,0.999494298704632
"DLG2",2140.24112644172,-0.117736207165136,0.558377550023428,-0.210854120406876,0.833001105794963,0.999494298704632
"RDH10-AS1",40.5955285609294,-0.130984851539582,0.621494013546332,-0.210758026118649,0.833076093106913,0.999494298704632
"USP32",3705.42388286602,-0.0327231503898157,0.155414810357213,-0.210553616573627,0.833235609431126,0.999494298704632
"LINC01909",33.584316592542,-0.134994045086105,0.641344827224594,-0.210485902989643,0.833288453008112,0.999494298704632
"ADAMTS18",96.4589988015206,-0.219098935678544,1.04099005120618,-0.210471690315078,0.833299544653164,0.999494298704632
"KLHL18",1009.27602440063,-0.0413858691272065,0.196718129046926,-0.21038157147852,0.833369874633387,0.999494298704632
"MTATP6P1",57783.5363452461,-0.172553630238388,0.821512674729088,-0.210043783311428,0.833633501028908,0.999494298704632
"PRKAA2",37.6584684548244,-0.233217698528923,1.11053614330862,-0.210004599971054,0.833664082834168,0.999494298704632
"TBC1D22B",2448.20612510611,-0.0276521684194285,0.131683549565614,-0.209989543193854,0.833675834411404,0.999494298704632
"SPATA5L1",195.259692218382,0.0852532670522969,0.406666526550227,0.209639253507056,0.833949240471659,0.999494298704632
"DAD1",2083.76063435874,0.0479146141106088,0.228617154211338,0.209584509421002,0.833991970820882,0.999494298704632
"EPOR",113.793935468078,0.0700983583503867,0.334740570534795,0.209411002193115,0.834127404660032,0.999494298704632
"TM7SF2",311.475456431528,-0.0629422368293688,0.300606508828071,-0.209384144989915,0.834148368919045,0.999494298704632
